"Usernames","Reviewer_Date","Reviewer_Content","Rating"
"freemantle_uk","5 April 2010","Jaws is often seen as the first blockbuster of the modern era, but Star Wars was the first film to become an phenomenon, causing a massive stir with a mass audience and was the start to one of the biggest film franchises ever. It cemented George Lucas' reputation as a filmmaker and has become a cinematic classic for generations of film fans.The Galactic Empire is in the middle of civil war, between the evil Emperor's forces, and the Rebel Alliance. One of the Rebel's spies, Princess Leia (Carrie Fisher) discovers the Empires plans for their new weapon, the Death Star, a space station that is powerful enough to destroy entire planets. She is captured by the evil Darth Vader (David Prowser/James Earl Jones): but Leia was able to sort the information on two droids, C-3PO (Anthony Daniels) and R2D2 (Kenny Barker). The droids crash on a desert and are saved by Luke Skywalker (Mark Hamill), and when he listens to Leia's message he becomes involved in the mission. Luke meets the man who Leia wanted the message to go, Obi-Wan Kenobi (Sir Alec Guinness), an elderly former Jedi Knight. The two team up and go to one of the roughest towns on the planet. They hire the serves of Hans Solo (Harrison Ford), and his hairy companion Chewbacca (Peter Mayhew) to help them. This crew end having to go into the Death Star, and forced to save the Princess and battle the power of Darth Vader.The production history behind Star Wars actually pretty interest, and had all the makings of being a flop. It was cast with unknown actors, the budget ballooned, many of the actors did not get along, particularly Anthony Daniels and Kenny Barker, and Fox got cold feet with the film. But this was not the case, and of course Star Wars was a massive success. The first saw the film when I was 11 and it still hold power over me. The actors in the film are decent throughout, this was the role that truly brought Harrison Ford to prominent, and he is easily the best actor in the film. His character is cool and has chemistry with everyone as the smuggler who seems not to give a damn. Both David Prowser and James Earl Jones ooze power and domination as Darth Vader, Prowser as the physical performer and James Earl Jones offering a menacing voice. Of course Sir Alec Guinness was good as his role as Luke's mentor and surrogate father. Carrie Fisher had excellent chemistry with Harrison Ford having a love hate relationship in the movie. And of course Mark Hamill was good in the leading role.But despite the actors efforts, this was George Lucas achievement, having written, directed and produced the film. As the sole writer/director this is the best Lucas has ever did. Lucas throws many sci-fi fantasies into this film, space travel, giant and laser weapons, psychic powers, multiple alien creatures, and basically fun adventure and action. The action scenes are excellent thought and the special were fantastic, particularly for the time. Even now they are still amazing. This also the best script Lucas has written, whilst the adventure was grand, the focus was on interesting characters you could care about. Lucas made sure the character were well developed and the world was grand, it was obviously based on the Roman Empire.Lucas shows when Special Effect are done well with a good story it can enhance the film experience. Lucas also hired John Williams to make the score for the film, which was a wise move. Williams make one of his best scores and it his music added to film, particularly the Death March.An all important classic.","
            8/10
            "
"lostonthehighway","27 January 2022","There are over 1,022,000 words in the English language and that still isn't enough to describe the absolute brilliance of Star Wars.Unlike most people who have seen and loved Star Wars, I actually watched this film a little late - i.e. I wouldn't say it was a childhood film of mine, as it was for most people, rather, I watched it a few days ago at my current age. This was partially because I a) didn't think I'd like that kind of thing and b) because I found it to be so hyped and so talked about, it couldn't possibly be *that* good. Well, let me just say that I have never been happier to be so wrong in my life.By the way, I should probably note that what I'm saying in this review largely applies to all three films, because I love them all pretty much equally, but I'm going to write it under the original because, well, it's the original, and also (despite a very close competition), my favourite of the three.Every single facet of this film captivated me from start to finish. Not for a dingle moment did I feel its 2 hour runtime, I was always too busy staring at the set pieces... or trying not to laugh... or trying not to cry... or biting my nails in anticipation. Speaking of the set pieces, the fact that this was made all the way back in '77 is actually beyond me. The effects have held up mind-blowingly well almost fifty years later, and I honestly prefer this a thousandfold to the green screen trash we get nowadays. I can just see how much care and time was put into those beautiful practical effect spaceships and everything. I can definitely see some influences of 2001: A Space Odyssey in the effect work, and I mean that in every good way possible.Now, the plot. The story. Just. Wow. I mean - Star Wars has been referenced in popular media so much that I was pretty familiar with the series, as pretty much anyone is, even before I watched it. So I thought I had it all down. But the reality was that I was hit with such a massive... FLOOD of visual and narrative beauty that I didn't think that my tiny insignificant human mind could handle it all. And seeing all those aforementioned references finally click together and make sense...and the characters were all awesome in their own ways and the worldbuilding was incredible. It's just so original and beautiful, and the ending left me smiling from ear to ear. I didn't think that somehow you could have moments that were both hilarious and heartfelt, with drama and impeccable action scenes and beautiful FX in one movie, all while still being rated U.Writing this in 2022, I know that Star Wars has grown into a multi-million-dollar franchise, with spin-offs, prequels, sequels, side movies, books, and a hell of a fan base. I actually haven't seen anything apart from the original trilogy (at the time of writing), and one of the main reasons I want to keep it that way is that before Disney got its greedy little hands on it, these three films were basically THE science fiction films - the new, industry-changing, Big Thing that everyone was talking about. I'm a big fan of old 80's-90's science fiction (The Matrix, Blade Runner, 2001, the old Dune, etc), which is why I gravitated towards watching it in the first place. And I really do want to keep it as a perfect trilogy by not voyaging into the wider world of Star Wars. Who knows, maybe I will watch the other stuff one day, but my heart will always belong to the originals.Getting to see a film just so iconic at an age where I can genuinely appreciate its greatness was actually really nice. When the opening crawl started with its iconic yellow letters, the double sunset on Tatooine, the lightsaber fights, the Millennium Falcon, ""That's no moon"", the X-wings, C-3PO and R2-D2, Han and Leia, Luke using the Force, I could go on and on. You know it's going to be amazing when, within the first 10 minutes, you think to yourself, ""Damn, what a film"". And then continue to think that throughout the entire runtime.Honestly, I could talk about this film for hours, but in short, giving this anything less than 10 stars is a crime.-Sasha.","
            10/10
            "
"CubsandCulture","23 November 2019","A New Hope has the distinction of being the first Star Wars film and I think a lot of people overrate the film as a result. It is a wonderful film, on the whole and the Star War franchise is a cornerstone of American culture. But ANH is not without its problems. The start of the story is needlessly convoluted and overextended by about 15 minutes. There simply is not a reason-for theme, character, plot or world-to separate R2D2 and C3PO only to have them reunited 10 minutes later. Indeed the film has about 20 minutes of fat that could have been tightened up on the page. This is hardly surprising as Lucas is a weaker writer. It is not enough to ruin the film or anything but the writing is not crisp.The film's budget also leaves several sequences that feel less epic and more quaint in context of the franchise. The battle of the death star is almost laughably small in comparison to what comes after. And upon re-watch this aspect makes the film feel quite dated. Lucas direction is fairly good for him but there is a flatness to the film's classical structure that leaves much to be desire. In a lot of ways this film is a good first draft of the Star Wars formula.The film's endearing cultural power comes from the acting and the moral simplicity of the universe. Guinness and Ford aside I don't think any of the actors are great actors but they are all so earnest and committed to this story that their performances are charming despite, by way of example, Luke being whiny. This a classic good vs evil, underdogs vs overdogs, republicans vs fascists story and as escapism one can't do much better than this film. There is a comfort to seeing the Death Star go boom that few escapist films capture at this intensity. But with all things the film suffers from time moving on and this sort of moral simplicity is no longer as elegant as it once was.Overall this is a milestone in American culture that showed great promise for what was to come but that on its own is not fully satisfying. Lucas is a much better producer and ideas guy than writer and director; that most other Star Wars film's are better than this one is good evidence of that.A few words about the special edition: on the whole the special edition is a cinematic abortion. Almost all of the additions are at best superfluous. Most actively ruin the scenes they are in. However, the Jabba the Hutt scene is a neutral addition and at least ties the OT together better than the original cut.","
            10/10
            "
"ebiros2","22 November 2011","The ground breaking visuals never seen on cinema was a shock to many of us who's seen this movie for the first time. After over 30 years, it's still the best movie of its type.I didn't notice this when I first saw this movie but Ben Kenoby does mention about the ""Clone Wars"" in this episode. If this was a far reaching foresight on George Lucas' part, my hats off to him. This movie has more visceral impact compared to the CG filled episodes 1-3. It just shows that you can't beat the real thing. More I saw it, more I was in awe of all the fine details that was put into this movie. Each of the scenes were directed precisely without a flaw. George Lucas was an awesome director when he made this film. Ben Kenoby also mentions about Darth Vader who killed Luke's father - as we find out in the next episode, this was only a metaphor. The movie is both simple and complex at the same time.There's no word to describe this movie. Made on a relatively modest budget, it's still the finest movie of its kind. It shows that money is no substitute for talent.It's a miracle that we have this movie. I'd say it's one of the crowning achievements of human civilization.","
            10/10
            "
"Asentiff2004","22 December 2013","Set in a galaxy a long time ago and far far away, young farmhand Luke Skywalker take's his first steps in embracing his lineage and his destiny. In the midst of a intergalactic war with the rebellion that has spanned years and torn apart the galaxy, the evil galactic empire and its dreaded new weapon the Death Star have spread fear throughout the galaxy. Having been captured by one of the empires most sinister agents Darth Vader, Princess Leia sets off a chain reaction that will forever change and define the galaxy...The movie that ushered in a new era for blockbusters and ground breaking special effects that brought forth a new precedence in what can be achieved in film and storytelling. At one time the highest grossing film of all time. The story, sweeping, the characters and locations memorable and what many have dubbed the greatest sci fi movie of all time.Lucas takes you on a roller coaster ride of action and adventure that had as of yet to be every experienced in film. Once again John Williams scores this movie where in this instance the soundtrack only strengthens and endears the film for legions of fans across the world, having spawned 5 sequels and with an upcoming 6th film coming out in 2015, Star Wars is simply put one of the finest gems in all of film history.","
            10/10
            "
"andrewchristianjr","14 June 2022","Even with its flaws, this is still unquestionably one of the finest sci-fi movies ever made. Exceptional visual graphics and camera work for a movie released in the 1970s. The plot makes sense and is easy to understand. A classic. What a start.","
            10/10
            "
"studioAT","11 November 2015","'The New Hope' is the one that started them all for Star Wars back in 1977. It is only due to the prequels that we see its real place within the whole saga.It's a decent enough film, ground-breaking at the time.If you're going from prequels to this one you might find the opening 30 mins a little slow, but the pace really builds after the entry of Obi Wan and never really lets up from there.I find Mark Hamill a little too meek and wooden at times but Harrison Ford more than makes up for it, stealing every scene he's in as the brilliant Han Solo. His chemistry with Carrie Fisher's Princess Leia also adds to the fun.Start at Episode 1 and work up to this smart and funny sci fi film.","
            9/10
            "
"thewalkingpuns","29 April 2023","Oh the seventies. Where many good films were made, but none of them stood out as much as seeing that black and yellow title card come on the screen and from then on we see a world created by the mind of a very smart person. As carrie fischers leia graces our screens for the first time along with c3po and r2d2, who are on their own mission. The villianous vader makes his first apperence too, a hulking structure that you feel menaced by. Along with them farmboy luke skywalker goes to find obi wan and han solo. There are many good planets seen here. The praticle effects are outstanding and overall the original star wars cementes itself as one of the greatest scyfy movies ever told.","
            9/10
            "
"NoDakTatum","20 October 2023","Anyone out there NOT know the story of this science fiction classic? Okay. In a nutshell, Luke (Mark Hamill) lives on a dead-end desert planet when two androids on a secret mission fall into his possession. They must get a message from Princess Leia (Carrie Fisher) to a former Jedi knight Obi-Wan Kenobi (Alec Guinness). The Resistance is battling the Empire, and the Empire's main baddie Darth Vader (voiced by James Earl Jones) is looking to destroy the resistance with a giant moon-shaped ship called the Death Star that can annihilate entire planets. With the help of mercenary Han Solo (Harrison Ford), Luke and his fellow pilots try to destroy the Death Star before it can blow up a rebel base.What is in between the lacking plot summary above? State of the art (for 1977) special effects. A cast of heroes you can cheer for, and a cast of villains you want to hiss at. Funny comedy relief, and sad moments. Basically, ""Star Wars"" has everything you could hope for in a film. I was slack-jawed when I first saw the film as a kid, and it still bowled me over now. George Lucas wrote a marvelous screenplay whose magic he had not been able to capture with the prequels. In the original film, there seems to be no pressure to top one's self. The entire story is self-contained, no sequel worries that the average movie goer in 1977 needed to fret about. Looking at the original version now, some of those magical effects ain't so magical anymore, but they are still fun. Lucas' direction is great, reminiscent of the 1950's serials like Flash Gordon. His art direction and set decoration are stunning in their scope. Even John Williams' eternal musical score deserves another listen, one of the most perfect uses of music ever put on film. I cannot imagine anyone not seeing ""Star Wars"" unless you were my mother and don't like watching movies with aliens and creatures in them. This is one of the greatest movies of all time, despite its prequels and some sequels, and a film that is truly treasured by young and old alike.","
            10/10
            "
"mhorg2018","31 July 2018","Star Wars came around at the right time. People were feeling down and needing something fun to take their minds off the late 70's which were a crummy time. Star Wars blasts across the screen from the opening shot (still amazing today) to the final. And if there had never been another movie, that would have been ok simply because this is so great. But it gave birth to a phenomenon and for that , I am totally thankful. Just a great, enjoyable, wonderful movie.","
            9/10
            "
"films-22537","10 May 2020","Not a big Star Wars fan, but like everyone else I've seen the movies a few times, recently watched this again and man does it not hold up well. All of the sudo British accents and posh attitudes that some of the characters had that were quickly abandoned halfway through the movie. The worst being Carrie Fisher, it was hard to ignore and even harder to give it a pass. The movie had great timing. A few years after the Vietnam War ended and also at the tail end of the Hollywood New Wave that consisted of long artsy serious bleak films that focused on drama and character development. Suddenly here's this action-packed space adventure with robots, space ships, swords, chosen ones, ancient myths wise old men, bad guys in all black, good guys in all white, turn your brain off adventure. Looking back now it's an average movie with a lot of holes in the logic and filmmaking.","
            8/10
            "
"ShootingShark","21 August 2005","A long time ago in a galaxy far far away, an evil Empire has constructed a massive battle station called the Death Star, which can destroy an entire planet. Rebel forces, led by Princess Leia, have captured the Death Star's plans, but are being pursued by the sinister Darth Vader. Leia hides the plans inside a robot, R2-D2, who falls into the hands of Luke Skywalker, a restless farmboy stuck on a remote desert planet. Luke learns of the important plans and teams up with Obi-Wan Kenobi, an old Jedi Knight, and Han Solo, a smuggler and mercenary, to rescue the Princess and get the plans to the Rebels.It's difficult to review Star Wars objectively, for two reasons; firstly, it is undoubtedly the most successful and influential movie-making phenomenon of all time, and secondly, I was an impressionable young boy when I first saw it and instantly fell in love with it. Its genius is of course the great genius of thirty-two-year-old Lucas, who wanted to update the hair-raising science-fiction serials of the thirties he'd seen on TV with modern film techniques, and to enhance them with a profound sense of alien culture and classical mythology (he cites Akira Kurosawa's The Hidden Fortress as a key influence). The movie, despite being a very arduous and risky production, is an absolute triumph on every level, and redefined how populist movies should be made, both technically and artistically. The story seems both new and old, the characters are unique yet archetypal, the settings are wonderfully bizarre and the performances are terrific (Ford in particular). The technical realisation of the alien words is stunning, especially in the use of art-direction, unforgettable sound-effects (by Ben Burtt) and amazingly innovative use of mattes and model-shots - the movie pioneered the use of computerised motion-control for optical compositing. The credits list is a who's-who of brilliant visual effects men; John Dykstra, John Stears, Rick Baker, Doug Beswick, Richard Edlund, Dennis Muren, Ken Ralston, Bruce Logan, Bruce Nicholson, Joe Johnston, Peter Kuran, Phil Tippett, Dan O'Bannon and John Wash, to name a few. Finally, the incredibly powerful orchestral score by John Williams adds tremendous panache to the picture, sweeping along the emotions and the actions with deliriously dramatic music. That this film is a pop culture icon is undoubted - what makes it truly astonishing however is that Lucas made it on his own terms, without compromise, when everyone was advising him otherwise. The work of a true artist should always be measured in these terms. Okay, it's just a movie - but what an exceptional, original, exciting, dramatic, eye-popping, dazzling, brilliantly-made and unforgettable movie. This review is of the 1997 re-release, which features many new effects shots (mostly in the Mos Eisley sequence), a new scene with Han Solo and Jabba and a few other shots not in the original film.","
            8/10
            "
"jeremycrimsonfox","5 May 2021","Star Wars (called Star Wars Episode IV: A New Hope when it was re-released a year after its sequel, The Empire Strikes Back, which had the Episode V title, hit theaters), is the first movie released in the long-running Star Wars franchise, as well as the first of what is called the original trilogy. In this movie, Luke Skywalker (played by Mark Hamill, a boy living with his aunt and uncle on a moisture farm on the desert planet of Tatooine, has his life changed when his Uncle Owen buys two droids, C-3PO (played by Anthony Daniels) and R2-D2, two droids who are with the rebellion, and were captured by the Jawas that sold them after escaping a ship when it was attacked by a Imperial squadron led by Darth Vader (played by David Prowse voiced by James Earl Jones). After being saved by Ben Kenobi (played by Alec Guinness), and seeing his home destroyed, he goes with him on a quest to save Princess Leia (played by Carrie Fisher), meeting strange characters, and making allies with the smuggler Han Solo (played by Harrison Ford) and his faithful first mate, the Wookie Chewbacca (played by Peter Mayhew), and deliver the plans to the Death Star to the Rebellion, which Leia hid in R2.This film would begin a legendary franchise that is still ongoing, with TV shows, toys, and even comics and novels. The special effects are spectacular, even for the original version (the special edition does add more, like a CGI Jabba The Hutt for a restored scene), and the story and acting is spot on. This is a must watch.","
            10/10
            "
"dunmore_ego","3 July 2007","*Star Wars* was a revelation and a revolution. There will never be anything like it again. From its unique production values, to its pioneering special effects; it was cops and robbers, it was swords and sorcery, it was politics and romance; it was royalty and rebellion; it was car chases in space chariots and computer whizbangery from sentient trashcans. A villain in black, a hero in white, a wizard in robes, a cowboy and his trusted, naked animal friend...Luke Skywalker (Mark Hamill) is a farmboy on the desert world of Tatooine (even though his sandy-haired complexion screams surfer dude from Palos Verdes), who dreams of piloting a fighter plane instead of working a farm. Like all young men, he has been brought up to believe murdering innocent children in war is a more romantic idiom than toiling the soil and bringing forth sustenance for humanity. I digress.His dreams might have remained as distant as Palos Verdes is from Tatooine, had he not met two robots (née droids), a sentient trashcan (R2-D2) and an acolyte of Dr. Zachary Smith (C-3PO  an interpreter fluent in 6 million languages with the unfortunate default setting on Perturbed Butler). In R2-D2's memory banks, Luke accidentally discovers a holographic cry for help from a princess (Carrie Fisher). So begins a journey which will take him to the farthest reaches of the galaxy  to him, that would be ten miles down the road to the cave of doddering Alec Guinness (as Obi-Wan Kenobi), who spins wild tales of galactic war, Imperial armies, Luke's deceased father and The Knights Who Say Jedi. At Mos Eisley spaceport, while canvassing for a clandestine captain to fly them to planet Alderaan (where the cry for help bid them go), Luke and Obi-Wan meet the most sexual character of the *Star Wars* series  no, not Han Solo  Chewbacca the Wookiee; after all, he does the whole movie without ever wearing any pants. It is during this Mos Eisley ""cantina sequence"" that *Star Wars* does its most insidious good. George Lucas unwittingly shows us a universe where aliens were neither inherently ""good"" nor ""evil"", rather co-existing in a truly ""universal"" society, where good or evil individuals populate *every* species and race. The term ""alien"" is a moot point of reference in this movie, as every being (human and otherwise) traveled extensively between worlds. (The fact that this cannot be achieved without faster-than-light travel is tangential to the point.) The common thread of these disparate organisms is their multifarious strangeness; their co-existing diversity.Ironically, the cantina sequence - which features some of the most childish, lamest face-masks and character designs - is ultimately where the movie displays its most maturity. Meanwhile, a hulking, black-clad, helmeted menace in a fruity cape and 7-inch platform boots plots to rule the galaxy, with theme music heavy and minor and an army of stormtroopers - the military equivalent of fast food (plastic-coated and unhealthy) - bringing war in the name of hokey religion.His name is Darth Vader. To three generations, Lord Vader was the blackest, meanest, most badass villain to dress like the Pope since the Pope. Years later, we would discover that Darth Vader meant ""dark father"" in Swahili, a fact which jigsawed with the puzzle pie that George carbon-scored into the *Star Wars* sequel, *The Empire Strikes Back* (1980), proving that it wasn't just  as he liked to call it  a ""space opera,"" more like a space SOAP opera. Darth and an old lady who looks like Peter Cushing kidnap the princess and tool through the galaxy in a planet-sized battle station called the Death Star, proving its awesome utility by decimating Alderaan, whereupon Obi-Wan, en route, coincidentally suffers indigestion and attributes it to mysticism rather than his ninety-year-old intestines, ""as if millions of voices suddenly cried out in terror and were suddenly silenced."" (More like that Neimoidian calamari you ate, which was in the Millennium Falcon's fridge since before Han made the Kessel run in less than twelve parsecs.)(Read this full review at: www.poffysmoviemania.com/StarWarsANewHope.html)","
            8/10
            "
"andrewmivanov","25 August 2021","Exactly what i would have said to Lucas. Easily one of the most heartwarming, epic and consequential films ever pulled off. A film classic and must-see for film lovers.","
            10/10
            "
"Johnny-the-Film-Sentinel-2187","30 September 2016","Star Wars; the movie that single-handedly changed cinema, forever, in the 70s; which has become one of the most important and beloved decades in film history. This is one of those cream-of-the-crop films that really deserves its high praise in every category. From George Lucas' solid directing of a story focusing on the Dark Side and the Light, Alec Guinness' classic performance as Obi-Wan Kenobi, John Williams' classic score, and James Earl Jones' voicing of Darth Vader, the best film villain of all time: the list of classic elements goes on from there.Star Wars has been reviewed and referenced so many times now that it's essentially become a staple in modern film mythology and culture, almost a fairy tale and one that's still getting discovered by people today. Film scholars, critics and filmmakers have referred to Star Wars so many times and cited its influences from Akira Kurosawa films so much that it's virtual common knowledge among film buffs. Yet even more important for some, is that Star Wars has always had emotional power for its many viewers.George Lucas' magnum opus has changed the lives of so many viewers it's unbelievable when you think to yourself: 'it's just a movie'; but there's damn good reason why many see it as MORE than just another film. Star Wars is an experience, a story respecting the past while paving the way for newer generations for lovers of story, and the philosophy of spirituality. Star Wars respects the works of Akira Kurosawa, Frank L. Baun, J. R. R. Tolkien and Frank Herbert, and it uses those influences to make a world of its own that is still considered one of the most well-realized ones in film history. Everything here has real emotional impact and presence; from the lightsaber fights to the classic Binary sunset scene.It's films like Star Wars that gave rhyme and reason for so many of us to fall in love with cinema in the first place, and it sent out imaginations into overdrive unlike any other sci-fi/fantasy film before it. It became the proverbial film for blockbuster filmmaking, and a defining example of world-building for other writers out there to build their own worlds. Star Wars has become such a landmark in our lives that for some it's impossible to imagine a world where the film never existed in the first place. Thank goodness it does because we'd be poorer without films films as good as this one.Needless to say, historical impact and references besides, I love this film! It has lovable characters that need no introduction, John Williams' music that sends you to the galaxy far, far away and gets you FULLY invested with what's going on and gives you real feeling for what happens in each and every scene, and the scenery is gorgeous: the shots of space, Tatooine, and the Death Star; this gives the story a real heart and soul of its own from start to finish, making a perfect film.","
            10/10
            "
"Terryfan","29 November 2015","Star Wars or Star Wars Episode 4 A New Hope help create one of the most successful franchises and a huge fan base that grows stronger.I first watch this film on VHS and I got to say it's easy to see why people love this film.We are introduce to many fan favorite characters and ships plus this film help made stars from the cast to boost their careers.The film just did so much to make it worth the gamble plus with a cast like this and the characters that again became legends and fan favorites The Cast: Luke Skywalker: Mark Hamill Han Solo: Harrison Ford Princess Leia: Carrie Fisher Grand Moff Tarkin: Peter Crushing Ben Obi-Wan Kenobi: Alec Guinness C-3PO: Anthony Daniels R2-D2: Kenny Baker Chewbacca: Peter Mayhew Darth Vader: David Prowse Voiced by James Earl JonesThe acting in the film is very well done and everyone did a very well good acting job plus the writing is very good as well plus we got to learn more about the world of Star Wars over the years but this film was how it all begin we also get some classic lines that are still use todayThe special effects are top notch even for a film from 1977 they are just very impressive that you have to respect the time and effect that went into making the effects and ship awesome The music is superb that's what is always good about Star Wars is that the music always is a winner The Action scenes are excellent plus with the film's climax that will having you on the edge of your seat you are rewarding with a great filmI give Star Wars an 10 out of 10","
            10/10
            "
"gangstahippie","9 August 2007","Rated PG for Violence The Star Wars saga is one of(if not the most) popular saga out there.The first film came out in 1977 and ever since then there have been plenty of fans who go as far as dressing up and waiting in line for days when the sequels come out.In my opinion I think the original Star Wars trilogy(Episodes 4,5 and 6) are the best.Episode 1 was a disappointment, Episode 2 was better and Episode 3 was closest to the original three.The special-effects may be dated as of today but back in 1977, it was simply amazing.Darth Vader is a very cool villain as well.The film is basically about a farmer named Luke Skywalker who with the help of a princess named Princess Leia,Han Solo a pilot,Obi-Wan an old Jedi-knight,two robots named C3P0 and R2D2(who are in all six Star Wars films) and Chewbacca, Han Solo's wookie friend, they must destroy Darth Vader's death star.Star Wars is a very entertaining sci-fi film and if you haven't seen it(you're in the minority) you must!","
            8/10
            "
"djsmanzgeier","2 January 2023","This film is amazing I would go as far to say it's one of the best. Everything about it from the Oscar winning score. And the acting is amazing the standout is Alec Guinness who got an Oscar nomination for playing obi-wan kanobi. If you have not seen it stop what you are doing right now and go watch it. In this film you can see the influences from Stanley Kubrick's 2001 a space odyssey and the wizard of oz. And I also like how it doesn't set it at an exact place and time so it doesn't get outdated. And the visual effects still hold up. I should also put Im talking about the special edition not the original edition. A+","
            10/10
            "
"OMTR","18 June 2023","It is by viewing episode IV again just after the Prequel trilogy that we realize the full extent of the narrative fluidity of the dramatic arc imagined by Master George Lucas from the very beginning of his cosmic adventure, composed of an ennealogy or triple trilogy, ""A long time ago in a galaxy far, far away...""Alec Guinness as Obi-Wan Kenobi, in the twilight of his current incarnation before returning to the Force, brought his long experience and wisdom to a then-rookie group composed of Mark Hamill, Carrie Fisher and Harrison Ford.His second duel with ex-Padawan Anakin Skywalker-turned-Darth Vader - played by David Prowse and voiced by James Earl Jones in the original trilogy - is the most emotionally intense scene in 'A New Hope,' especially after watching the Prequel Trilogy the days before.Last but not least, Master John Williams creates one of his most iconic themes along with 'Jaws', 'Superman' and 'Indiana Jones'...","
            10/10
            "
"g-leno","21 November 2013","There is no denying that this film was the start of something big, and you cannot take away from it the fact that it changed the face of the sci-fi genre, maybe even the whole film industry, in to what it is today. For its time, the effects, story, characters and detail in this film are are beyond exemplary. Most action and sci-fi films aim to be compared to star wars, a feat that is rare and, in my opinion, has only been achieved by Terminator 1 and 2, the lord of the rings trilogy and marvels: the avengers.A new hope works brilliantly as a first chapter to a saga, however, I feel that it works better as a stand alone film. Unlike many films that are a 'first part', it has a beginning, middle and end, tells everything that needs to be told and leaves the characters in a satisfying place. I feel that having seen the prequels does not diminish anything about this film like it does to episodes five and six.The only problem that I have is that the original theatrical release doesn't really exist anymore, you can only really get the version that has been tinkered with by Lucas to put needless CGI extras in. This is the original and best of the star wars saga, however i do feel that many people see this through rose tinted glasses and will not see any faults in any of the three original films, even though they are happy to say that the three prequels do not exist as far as they are concerned. Awesome film, great legacy, and now that Disney has the rights away from Lucas, a great future too.","
            10/10
            "
"sme_no_densetsu","25 March 2009","""Star Wars"", in case you've been living under a rock for the last thirty years, is a sci-fi action/adventure about a group of rebels trying to save the galaxy from the clutches of the evil Empire. At the time of its release it became the highest grossing film of all time. It then went on to spawn two sequels and three prequels, not to mention numerous spinoffs in various forms of media.The principle characters in the story are Luke Skywalker (Mark Hamill), an idealistic farmboy, Han Solo (Harrison Ford), a cocky starship pilot & Princess Leia (Carrie Fisher), a feisty rebel and 'damsel in distress'. All have been assimilated into popular culture, as have numerous supporting characters like Obi-Wan Kenobi, Darth Vader & Chewbacca. The cast is indeed a good one but objectivity is difficult at this point since the cast and characters are so inextricably linked.George Lucas's script does a fine job of creating an energetic story and populating it with memorable characters. His direction is well handled but the best aspects of the film's visuals come from the ground-breaking special effects. Sure, they may not be outstanding by today's standards but they were breath-taking at the time and for many years afterwards.In addition to the stellar visuals, the film also excelled on the aural front. The sound design by Ben Burtt masterfully brought the world and its creatures to life and resulted in a special achievement award from the Academy. And who can forget John Williams's legendary score, which, in 2005, was chosen as the greatest American film score of all time by the AFI.Simply put, this was a film that not only connected with millions of people but changed movie-making itself. As a result, it is a must for any film fan. That being said, I've only rated the film an 8 for a couple of reasons. Firstly, I feel that the trilogy is best appreciated as a whole and, secondly, the follow-up refined the characters and storytelling to such a degree that the original suffers slightly by comparison.By the way, if you've only seen the prequels (Episodes I thru III), don't let them dissuade you from seeing the original trilogy. The original trilogy is much, much better.Also, I recommend watching the original versions of the films, not the 'Special Editions' that Lucas messed around with for the 20th anniversary.","
            10/10
            "
